1	18	-2	Fp1.	
2	25	16	AF3.	
3	54	-2	F7.	
4	39	30	F3.	
5	45	58	FC1.	
6	69	18	FC5.	
7	90	-2	T7.	
8	90	44	C3.	
9	135	58	CP1.	
10	111	18	CP5.	
11	126	-2	P7.	
12	141	30	P3.	
13	-180	44	Pz.	
14	155	16	PO3.	
15	162	-2	O1.	
16	-180	-2	Oz.	
17	-162	-2	O2.	
18	-155	16	PO4.	
19	-141	30	P4.	
20	-126	-2	P8.	
21	-111	18	CP6.	
22	-135	58	CP2.	
23	-90	44	C4.	
24	-90	-2	T8.	
25	-69	18	FC6.	
26	-45	58	FC2.	
27	-39	30	F4.	
28	-54	-2	F8.	
29	-25	16	AF4.	
30	-18	-2	Fp2.	
31	0	44	Fz.	
32	-90	90	Cz.	
