"listener","run","combine","chunks","Freq1","Freq2","Freq3","Freq4","Freq5","rms"
"L15","1","sub","7","0.04659469","0.03645023","0.025152662","0.016791993","0.013110049","0.0571249"
"L15","1","sub","8","0.04661553","0.0361708","0.02424649","0.016643731","0.012431384","0.0566215"
"L15","1","sub","9","0.044829414","0.036697969","0.024264579","0.016144877","0.01227785","0.0555759"
"L15","1","sub","10","0.044781667","0.034128083","0.023652528","0.015789542","0.012594416","0.0545046"
"L15","1","sub","11","0.04113859","0.031747471","0.02077922","0.014553282","0.011434146","0.0504811"
"L15","1","sub","12","0.0373622","0.027043995","0.01835406","0.012706804","0.010355866","0.0455812"
"L15","1","sub","13","0.035250992","0.02651301","0.017737597","0.012693761","0.010017373","0.0440349"
"L15","1","sub","14","0.035825879","0.026242676","0.017678882","0.012789513","0.010661179","0.0442993"
"L15","1","sub","15","0.034929368","0.02615732","0.01715886","0.012267641","0.010502337","0.0434989"
"L16","1","sub","1","0.0361986","0.028983058","0.020142264","0.013905805","0.011232941","0.0462695"
"L16","1","sub","2","0.03019219","0.023585177","0.016418874","0.012013253","0.010392314","0.0396856"
"L16","1","sub","3","0.028829856","0.021994315","0.015448425","0.011729732","0.010015105","0.0381237"
"L16","1","sub","4","0.026396312","0.020955381","0.014393236","0.01124621","0.009986429","0.0362641"
"L16","1","sub","5","0.025246203","0.020364242","0.014351895","0.010771045","0.0098967855","0.0353483"
"L16","1","sub","6","0.02285208","0.017609368","0.012744128","0.010023593","0.009546374","0.0325417"
"L16","1","sub","7","0.022849834","0.018267895","0.013356917","0.010516455","0.009487635","0.0332135"
"L16","1","sub","8","0.025577719","0.019615528","0.014209722","0.010767929","0.00948722","0.0350942"
"L16","1","sub","9","0.022110623","0.01716429","0.012826644","0.010476648","0.009078151","0.0321665"
"L16","1","sub","10","0.021429516","0.017389989","0.013208889","0.010298414","0.009032633","0.0319511"
"L16","1","sub","11","0.019815575","0.016394815","0.012745813","0.0105833553","0.009183975","0.0310841"
"L16","1","sub","12","0.050399365","0.04021136","0.03003488","0.021319368","0.015699438","0.0648512"
"L16","1","sub","13","0.06527611","0.05598449","0.03902423","0.027343208","0.019477627","0.0845583"
"L16","1","sub","14","0.02671038","0.022142554","0.016166616","0.012443071","0.009971266","0.037457"
"L16","1","sub","15","0.02647847","0.02043409","0.015775134","0.011821311","0.010070458","0.0365915"
