"listener","run","combine","chunks","Freq1","Freq2","Freq3","Freq4","Freq5","rms"
"L09","1","add","3","0.07171897","0.050392417","0.03468493","0.022401971","0.015546924","0.0814245"
"L09","1","add","4","0.06907451","0.04992933","0.03286991","0.021083536","0.015030259","0.0778476"
"L09","1","add","5","0.07615584","0.05647515","0.03682712","0.023962441","0.016108529","0.0866076"
"L09","1","add","6","0.07607919","0.0554474","0.0361984","0.023050221","0.015898405","0.0856428"
"L09","1","add","7","0.07426388","0.05417856","0.03698408","0.02366271","0.016409446","0.0845544"
"L09","1","add","8","0.06859685","0.05194808","0.033462281","0.021420728","0.015512812","0.0791088"
"L09","1","add","9","0.071745433","0.052175631","0.033336693","0.021439953","0.0160472","0.0812657"
"L09","1","add","10","0.06378866","0.04880972","0.031007338","0.020307975","0.014803871","0.0737091"
"L09","1","add","11","0.063660616","0.04935493","0.03155362","0.02127628","0.014401773","0.0745706"
"L09","1","add","12","0.06040466","0.04501266","0.03025008","0.020181864","0.014459779","0.070361"
"L09","1","add","13","0.0594324","0.04392093","0.02886632","0.019222201","0.014434773","0.0686825"
"L09","1","add","14","0.09867019","0.058361431","0.037761676","0.025374187","0.018930575","0.1054974"
"L09","1","add","15","0.07873519","0.05261458","0.033971276","0.024088294","0.017709401","0.088966"
"L10","1","add","1","0.03540894","0.02780671","0.01963217","0.013560243","0.011000912","0.0452873"
"L10","1","add","2","0.031581376","0.025293364","0.018131101","0.013063156","0.010691016","0.0419066"
"L10","1","add","3","0.028665139","0.024281222","0.017487029","0.012757098","0.010406287","0.0399222"
"L10","1","add","4","0.031130417","0.025397365","0.018745304","0.013367817","0.010913636","0.0418877"
"L10","1","add","5","0.030195043","0.02551567","0.018323958","0.013613589","0.011144049","0.0415857"
"L10","1","add","6","0.029852719","0.025462088","0.018485998","0.013882894","0.011020639","0.0416068"
"L10","1","add","7","0.030093612","0.02553621","0.0183950764","0.014076202","0.010851408","0.0415418"
"L10","1","add","8","0.02988045","0.024760775","0.018615812","0.013464972","0.011064837","0.041232"
"L10","1","add","9","0.03382681","0.03000532","0.020817183","0.015195414","0.011845127","0.0463488"
